Type,Agreement,Description,Year,Community,Also Known As,Name,Town,Source
Clean Energy,McLymont Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2014,Tahltan Central Council,,Tahltan,Dease Lake,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Middle Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Kitselas Nation,,Kitselas,Terrace,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Middle Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Kitsumkalum First Nation,,Kitsumkalum,Terrace,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Middle Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Lax Kw'alaams Band,,Lax Kw'alaams,Prince Rupert,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Nahwitti Windpower IPP,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2016,Quatsino First Nation,,Quatsino,Coal Harbour,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Nawhitti  Wind IPP,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2017,Tlatlasikwala First Nation,,Tlatlasikwala,north end of Vancouver Island,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Pemberton Valley Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2014,Lil’wat First Nation,,Lil’wat,Pemberton,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Pine Creek (Atlin) Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2013,Taku River Tlingit First Nation,,Taku River Tlingit,Atlin,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Quality Creek Wind IPP,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2017,McLeod Lake Indian Band,,McLeod Lake,McLeod Lake,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Sakwi Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Sts'ailes Nation,,Sts'ailes,Fraser Valley,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Septimus Wind IPP,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2017,McLeod Lake Indian Band,,McLeod Lake,McLeod Lake,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Skookum Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2013,Squamish Nation,,Squamish,Squamish,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Thunder Mountain Wind IPP,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2017,McLeod Lake Indian Band,,McLeod Lake,McLeod Lake,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Thunder Mountain Wind Power Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2017,Lheidli T'enneh,,Lheidli T'enneh,Prince George,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Tretheway /Big Silver Hydro IPP,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2017,Kwantlen First Nation,,Kwantlen,Fort Langley,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Tretheway Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Douglas First Nation,,Douglas,Xa’xtsa,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Tretheway Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Peters Band,,Peters,Hope,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Tretheway Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Popkum Indian Band,,Popkum,south of Hope,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Tretheway Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Sts'ailes Nation,,Sts'ailes,Fraser Valley,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Tumbler Ridge Wind IPP,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2017,McLeod Lake Indian Band,,McLeod Lake,McLeod Lake,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Upper Lillooet Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2014,Lil’wat First Nation,,Lil’wat,Pemberton,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Volcano Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2014,Tahltan Central Council,,Tahltan,Dease Lake,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Clean Energy,Winchie Creek Hydro Project,First Nations Clean Energy Business Fund Revenue-sharing Agreements are negotiated between B.C. and First Nations to provide revenue sharing opportunities for clean energy projects.,2015,Tla-o-qui-aht First Nations,,Tla-o-qui-aht,Tofino,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/first-nations-clean-energy-business-fund-revenue-sharing-agreements
Economic and Community Development Agreements (ECDAs),Doig River First Nation ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2017,Doig River First Nation,,Doig River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Halfway River First Nation ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2015,Halfway River First Nation,,Halfway River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
